order_received_at_local,provider_name,country,kitchen_id,brand,Total orders,# In Full noi,date
9.0,ubereats,MEX,14 JARDINES,Eggy by Chef Eva,1.0,1.0,46086.0
9.0,ubereats,MEX,06 SATELITE,Eggy by Chef Eva,1.0,1.0,46086.0
9.0,ubereats,MEX,34 TLAQUEPAQUE,Eggy by Chef Eva,1.0,1.0,46086.0
9.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
9.0,ubereats,MEX,12 DEL VALLE,Eggy by Chef Eva,1.0,1.0,46086.0
9.0,ubereats,MEX,27 IZTAPALAPA,Eggy by Chef Eva,1.0,1.0,46086.0
9.0,ubereats,MEX,12 DEL VALLE,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,31 MONTEJO,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,15 LINDAVISTA,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,05 COAPA,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,13 TEC,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,01 DOCTORES,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,01 DOCTORES,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,17 CUMBRES,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,21 SANTA TERESITA,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,30 LINCOLN,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,14 JARDINES,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,26 CIUDAD JUDICIAL,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,25 TABACHINES,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,16 PEDREGAL,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,25 TABACHINES,Eggy by Chef Eva,1.0,1.0,46086.0
10.0,ubereats,MEX,06 SATELITE,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,16 PEDREGAL,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,12 DEL VALLE,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,51 SAMARA,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,01 DOCTORES,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,09 CHURUBUSCO,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,21 SANTA TERESITA,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,17 CUMBRES,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,13 TEC,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,05 COAPA,Eggy by Chef Eva,1.0,1.0,46086.0
11.0,ubereats,MEX,38 SALTILLO CENTRO,Eggy by Chef Eva,1.0,1.0,46086.0
12.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
12.0,ubereats,MEX,22 SAN NICOLAS,Eggy by Chef Eva,1.0,1.0,46086.0
12.0,ubereats,MEX,22 SAN NICOLAS,Eggy by Chef Eva,1.0,0.0,46086.0
12.0,ubereats,MEX,03 POLANCO,Eggy by Chef Eva,1.0,1.0,46086.0
12.0,ubereats,MEX,09 CHURUBUSCO,Eggy by Chef Eva,1.0,1.0,46086.0
13.0,ubereats,MEX,13 TEC,Eggy by Chef Eva,1.0,1.0,46086.0
13.0,ubereats,MEX,16 PEDREGAL,Eggy by Chef Eva,1.0,1.0,46086.0
13.0,ubereats,MEX,28 CARRETERA NACIONA,Eggy by Chef Eva,1.0,1.0,46086.0
14.0,ubereats,MEX,15 LINDAVISTA,Eggy by Chef Eva,1.0,1.0,46086.0
15.0,ubereats,MEX,23 SANTA CATARINA,Eggy by Chef Eva,1.0,1.0,46086.0
19.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
20.0,ubereats,MEX,13 TEC,Eggy by Chef Eva,1.0,1.0,46086.0
20.0,ubereats,MEX,04 SANTA FE,Eggy by Chef Eva,1.0,1.0,46086.0
20.0,ubereats,MEX,21 SANTA TERESITA,Eggy by Chef Eva,1.0,1.0,46086.0
13.0,ubereats,MEX,45 ESTADIO,Fonda Local,1.0,1.0,46086.0
13.0,ubereats,MEX,04 SANTA FE,Fonda Local,1.0,1.0,46086.0
13.0,ubereats,MEX,04 SANTA FE,Fonda Local,1.0,1.0,46086.0
14.0,ubereats,MEX,37 CANEK,Fonda Local,1.0,1.0,46086.0
14.0,ubereats,MEX,13 TEC,Fonda Local,1.0,1.0,46086.0
15.0,ubereats,MEX,21 SANTA TERESITA,Fonda Local,1.0,0.0,46086.0
16.0,ubereats,MEX,19 LA CALMA,Fonda Local,1.0,1.0,46086.0
18.0,ubereats,MEX,11 AZCAPOTZALCO,Fonda Local,1.0,1.0,46086.0
22.0,ubereats,MEX,03 POLANCO,Fonda Local,1.0,1.0,46086.0
7.0,ubereats,MEX,31 MONTEJO,Foodhub,1.0,1.0,46086.0
8.0,ubereats,MEX,40 JARDINES DEL VALL,Foodhub,1.0,1.0,46086.0
9.0,ubereats,MEX,17 CUMBRES,Foodhub,1.0,1.0,46086.0
9.0,ubereats,MEX,10 SAN JERONIMO,Foodhub,1.0,1.0,46086.0
14.0,ubereats,MEX,01 DOCTORES,Foodhub,1.0,1.0,46086.0
18.0,ubereats,MEX,05 COAPA,Foodhub,1.0,1.0,46086.0
8.0,ubereats,MEX,21 SANTA TERESITA,Freshlab,1.0,1.0,46086.0
14.0,ubereats,MEX,22 SAN NICOLAS,Freshlab,1.0,1.0,46086.0
20.0,ubereats,MEX,24 METEPEC,Freshlab,1.0,1.0,46086.0
10.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,34 TLAQUEPAQUE,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,25 TABACHINES,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,25 TABACHINES,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,38 SALTILLO CENTRO,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,22 SAN NICOLAS,Green House,1.0,1.0,46086.0
10.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,14 JARDINES,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,23 SANTA CATARINA,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
11.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,02 SAN ANGEL,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,14 JARDINES,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,04 SANTA FE,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,25 TABACHINES,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,15 LINDAVISTA,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,23 SANTA CATARINA,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,52 MANACAR,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,11 AZCAPOTZALCO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,52 MANACAR,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,22 SAN NICOLAS,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,15 LINDAVISTA,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,52 MANACAR,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,12 DEL VALLE,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
13.0,ubereats,MEX,10 SAN JERONIMO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,45 ESTADIO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,23 SANTA CATARINA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,27 IZTAPALAPA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,38 SALTILLO CENTRO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,19 LA CALMA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,0.0,46086.0
14.0,ubereats,MEX,04 SANTA FE,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,19 LA CALMA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,04 SANTA FE,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,15 LINDAVISTA,Green House,1.0,1.0,46086.0
14.0,ubereats,MEX,15 LINDAVISTA,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,02 SAN ANGEL,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,22 SAN NICOLAS,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,52 MANACAR,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,27 IZTAPALAPA,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,30 LINCOLN,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,11 AZCAPOTZALCO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,17 CUMBRES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
15.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,12 DEL VALLE,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,14 JARDINES,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,12 DEL VALLE,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,10 SAN JERONIMO,Green House,1.0,0.0,46086.0
16.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,02 SAN ANGEL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,11 AZCAPOTZALCO,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,30 LINCOLN,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,34 TLAQUEPAQUE,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
16.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,23 SANTA CATARINA,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,17 CUMBRES,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,38 SALTILLO CENTRO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,25 TABACHINES,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,45 ESTADIO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,45 ESTADIO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
17.0,ubereats,MEX,13 TEC,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,40 JARDINES DEL VALL,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
18.0,ubereats,MEX,13 TEC,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,02 SAN ANGEL,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,28 CARRETERA NACIONA,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
19.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,11 AZCAPOTZALCO,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,13 TEC,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,09 CHURUBUSCO,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,19 LA CALMA,Green House,1.0,0.0,46086.0
20.0,ubereats,MEX,26 CIUDAD JUDICIAL,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,37 CANEK,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,41 VOLCANES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,34 TLAQUEPAQUE,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,16 PEDREGAL,Green House,1.0,1.0,46086.0
20.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,01 DOCTORES,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,19 LA CALMA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,37 CANEK,Green House,1.0,0.0,46086.0
21.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,31 MONTEJO,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,12 DEL VALLE,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,28 CARRETERA NACIONA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,04 SANTA FE,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,19 LA CALMA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,24 METEPEC,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,06 SATELITE,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,19 LA CALMA,Green House,1.0,1.0,46086.0
21.0,ubereats,MEX,37 CANEK,Green House,1.0,0.0,46086.0
21.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
22.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
22.0,ubereats,MEX,05 COAPA,Green House,1.0,1.0,46086.0
22.0,ubereats,MEX,03 POLANCO,Green House,1.0,1.0,46086.0
22.0,ubereats,MEX,21 SANTA TERESITA,Green House,1.0,1.0,46086.0
12.0,ubereats,MEX,45 ESTADIO,Honest Food,1.0,1.0,46086.0
